"Serial No","Assamese Sentence","Sentiment"
7795,"এই আনন্দতে জেলত বহিয়েই আজ সৃষ্টি সুখেৰ উল্লাসে কবিতাটি ৰচনা কৰে।","Positive"
118,"১৪শ শতিকাত বামুণী কোঁৱৰৰ শাসনত আৰম্ভ হোৱা হিন্দু প্ৰভাৱে গুৰুত্বপূৰ্ণ ভূমিকা ল'বলৈ ধৰে।","Neutral"
16365,"তুলনাত্মক সুবিধা হৈছে কোনো ব্যক্তি অথবা দেশে অন্যৰ তুলনাত কম অধিমূল্যত (Cost) কোনো এক সামগ্ৰী উৎপাদন কৰাৰ সুবিধা বা ক্ষমতা।","Positive"
7718,"এই অনুচ্ছেদৰ মতে নিজৰ স্বত্ব দাবী কৰাৰ বাবে ৰচয়িতাই আবেদন কৰিব লাগিছিল।","Negative"
179,"১৬২৩ চনত “ফাৰ্ষ্ট ফ’লিও”ত শ্বেইকছপীয়েৰৰ নাটক সমূহক মিলনান্তক(কমেডী),ইতিহাসমূলক(হিষ্ট্ৰী) আৰু বিয়োগান্তক(ট্ৰেজেডী) এই তিনিটা ভাগত ভাগ কৰা হয়।","Neutral"
43,"১/ ১২৪০ খ্ৰীষ্টাব্দৰ আজিৰ দিনটোতে ভাৰতীয় প্ৰথম মহিলা মুছলমান শাসক ৰেজিয়া চুলতানাৰ মৃত্যু হয় ।","Neutral"
28,"১০ জুন ২০০২ ত সেই সময়ত ক্ষমতাত থকা নেশ্যনেল ডেমক্ৰটিক এলায়েন্স (NDA)-ই বিপক্ষ কংগ্ৰেছ (ই) ৰ নেতা ছোনিয়া গান্ধীক জানিবলৈ দিয়ে যে তেওঁলোকে কালামক ৰাষ্ট্ৰপতি পদৰ বাবে মনোনীত কৰিব পাৰে ।","Neutral"
321,"১৮৩৭ শকৰ বাৰিষা ব্ৰহ্মপুত্ৰই মহাপুৰুষজনাৰ ঐতিহাসিক বেলগুৰি সত্ৰ খহাই নিয়াত পিছত এই সত্ৰখন লখিমপুৰ কাচিকটালৈ উঠি যায়।","Neutral"
15858,"তাত্ত্বিক পদাৰ্থবিদে শীঘ্ৰেই তেওঁৰ প্ৰতিবেদন দাখিল কৰিলে; আৰু ফলাফল ঘোষণা কৰিবৰ বাবে কৃষকসকলৰ ওচৰলৈ গ'ল।","Negative"
192,"১৬৬৯ চনত তেখেতে অসমীয়া সেনাৰ দ্বাৰা বিশাল মোগল সৈন্য-বাহিনী পৰাজিত কৰি অসমৰপৰা আঁতৰাই পঠিয়াইছিল।","Neutral"
26598,"ৰোগৰ লক্ষণ হৈছে, ৰোগীৰ নিজৰ ভাস্য অনুসৰি নিজে অনুভৱ কৰা অসুবিধাসমূহ।","Positive"
3936,"অৱশ্যে, জীৱবিজ্ঞানৰ জটিল মৌলিক সমস্যাসমূহৰ গাণিতিক সমাধান উদ্ভাৱন কৰাৰ বাবে নতুন ধাৰণা আৰু প্ৰযুক্তিৰ প্ৰয়োজন হ’ব ।","Negative"
12741,"কৌৰৱৰ জন্ম বৃত্তান্ত মহাভাৰতৰ মতে গান্ধাৰিয়ে কুন্তিৰ আগতে সন্তান জন্ম হোৱাৰ দুখতে তেওৰ সন্তান ৰজা নহ'ব বুলি দুখতে গৰ্ভ নষ্ট কৰাৰ চেষ্ঠা কৰে, কিন্তু ব্যাসদেৱে আহি গৰ্ভধাৰণ কৰা মাংসপিণ্ড এশটা ঘিউৰ পাত্ৰত ৰাখি দিয়ে য'ৰ পৰা এশ সন্তানৰ জন্ম হয়।","Negative"
206,"১৬৯৮ চনৰ ১ এপ্ৰিলত বহু মানুহক লণ্ডন টাৱাৰলৈ ""সিংহক গা ধুওৱা চাবলৈ"" আমন্ত্ৰণ কৰি ঠগা হৈছিল।","Neutral"
363,"১৮৫৩ চনত কলিকতাৰ পৰা অহা মফ্‌ট মিল্‌চ চাহাবক আৰ্জ্জি দুখন দি মণিৰামে অসমত পুনৰ আওম ৰাজত্ব প্ৰতিষ্ঠাৰ কাৰণে ওকালতি কৰিছিল।","Negative"
8,"০ই মুক্তি লাভ কৰিলে।","Neutral"
20186,"পাঠ্যপুথি বিলাকত কৃষ্ণাংগসকল অশিক্ষিত আৰু বৰ্বৰ বুলি লিখা কথাষাৰে তেওঁৰ মনত দুখ দিছিল।","Negative"
13522,"গ্ৰন্থকেইখনত, আৰু কিছু কম পৰিমাণে চলচ্চিত্ৰকেইখনত, হেৰীৰ কটা দাগটোৱে ভ'লডেমৰ্টৰ উপস্থিতিৰ সূচক হিচাপে কাম কৰে; আন্ধাৰৰ ৰজা কাষত থাকিলে অথবা তেওঁৰ হত্যা কৰাৰ ইচ্ছা বা উল্লাস হ'লে ই জ্বলা-পোৰা কৰে।","Positive"
19621,"পঞ্জীয়ন কৰা বা নকৰা অৱদানকৰীয়ে ৱিকিপিডিয়া পৰিচালনা কৰা ছফ্টৱেৰটোৰ সুবিধা গ্ৰহণ কৰিব পাৰে।","Positive"
24347,"ভেলিয়াথানে লিখা মতে “উপযুক্ত নিৰীক্ষণ আৰু গৱেষণাগাৰৰ সীমিত সুবিধাই বৰ্তমান ভাৰতত আয়ুৰ্বেদিক ঔষধসমূহৰ গুণগত মান বজাই ৰখাত অসুবিধাৰ সৃষ্টি কৰিছে”।","Positive"
291,"১৮১৮ চনত পৰিত্যক্ত অৱস্থাত এই স্মাৰকসমূহ আৱিষ্কৃত হয়।","Neutral"
402,"১৮৬৫ চনত নিউইয়ৰ্ক ছেটাৰডে প্ৰেছত তেখেতৰ প্ৰথম লেখা ‘The Celebrated Jumping Frog of Calaveras County’ প্ৰকাশ পায় ।","Neutral"
9005,"এই প্ৰচেষ্টাত পৰিচালকে নিজা খেয়াল-খুচী মতে ছবি নিৰ্মানৰ সুবিধা পায়।","Positive"
256,"১৭৮৯ চনত মাইকেল আণ্ডাৰউড নামৰ চিকিৎসকজনে ইয়াক নিৰ্দিষ্ট ৰোগ হিচাপে গণ্য কৰে আৰু ১৯০৮ চনত কাৰ্ল লেণ্ডষ্টেইনাৰে প'লিঅ'ভাইৰাছ ধৰা পেলায়।","Neutral"
16607,"তেওঁক পাকিস্তানৰ সৈন্য অধিকাৰীসকলে পাকিস্তানৰ কাৰ্যকলাপৰ বিষয়ে এটা ভাল প্ৰতিমূৰ্তি দৰ্শোৱা প্ৰতিবেদন প্ৰস্তুত কৰিবলৈ নিয়োগ কৰিছিল।","Negative"
6812,"ইয়াৰ ফলত হাজাৰ বছৰ ধৰি চলি অহা বৃত্তক বৰ্গ ৰূপান্তৰৰ সমস্যাটিৰ সমিধান ঘটে।","Negative"
16578,"তেওঁ এলাহাবাদৰ পৌৰসভাৰ চেয়াৰমেন আছিল, সেই সময়ত উত্তৰ প্ৰদেশৰ ৰাজ্যপাল লক্ষ্ণৌৰ পৰা এলাহাবাদলৈ আহিছিল, এলাহাবাদলৈ গৱৰ্ণৰ আহিলে গৱৰ্ণমেণ্ট হাউছৰ মাজত থকা পুখুৰীটো গৱৰ্ণয়ে গা-ধোৱাৰ সুবিধাৰ কাৰণে পানীৰে পৰিপূৰ্ণ কৰি দিয়াৰ নিয়ম আছিল।","Positive"
8095,"এইখন উপন্যাসত গৰ্কীয়ে মানুহ সমাজ বহিৰ্ভুত হোৱাতোযে কিমান কষ্টকৰ আৰু বেদনাদায়ক সেই কথা বিস্তৃত ভাবে তুলি ধৰিছে।","Negative"
13648,"চকুহাল ডাঙৰ ডাঙৰ হোৱা সত্বেও ফেঁচাই চকুতকৈ কাণ দুখনৰহে অধিক সহায় লৈ চিকাৰ বিচাৰি উলিয়ায়।","Negative"
26595,"ৰোগ প্ৰতিৰোধকাৰী ক্ষমতা ভাগি পৰাৰ অৱস্থাটোহে ৷ তেনে অৱস্হা শৰীৰলৈ আহি পৰিলেই সুবিধাবাদী নানানটা বীজাণুৱে শৰীৰক আক্ৰমণ কৰি শৰীৰটোক মৃত্যু মুখলৈ বেগাই লৈ যায় ।","Positive"
15213,"ট্যুৰিঙে গাণিতিক ভাৱে দেখুৱাবলৈ সক্ষম হৈছিল, যে কিছুমান পৰিস্থিতিত যন্ত্ৰটোৱে বন্ধ কৰাৰ নিৰ্দেশ কেতিয়াও নাপাব পাৰে, আৰু তেনে অৱস্থাত সেই সমস্যা সমাধান কৰাৰ কোনো 'সমাধান সূত্ৰ' উলিয়াব নোৱাৰি।","Negative"
16888,"তেওঁ প্ৰস্তাৱ দিয়ে যে, এই জাহাজখন আটাইতকৈ ডাঙৰ হোৱাৰ উপৰিও ইয়াত যাত্ৰীসকলৰ বাবে উন্নতমানৰ সা-সুবিধা আৰু বিলাসিতা প্ৰদান কৰা ‌উচিত।","Positive"
4135,"অসমত আন ভাষাৰ আগ্ৰাসন ৰোধ কৰিবলৈ আৰু অসমীয়া ভাষা-সাহিত্যৰ উন্নতিৰ কথা মনত ৰাখিয়েই তেওঁলোকে ১৮৮৮ চনৰ ২৫ আগষ্টত ""অসমীয়া ভাষা উন্নতি সাধিনী সভা"" প্ৰতিষ্ঠা কৰে ।","Positive"
3885,"অৱশ্যে এই আটাইছোৱা সময় কেৱল দুখ দুৰ্গতিৰেই পাৰ হৈছিল বুলি কলে অতিশয়োক্তি কৰা হব।","Negative"
136,"১৫৩৯ চনত ফ্লেমিছ কবি এডুৱাৰ্ড ডি ডিনে এজন ব্যক্তিৰ কথা লিখিছিল যি নিজৰ লগুৱাবোৰক ১ এপ্ৰিলৰ দিনা আচহুৱা কাম কিছুমানত পঠিয়াইছিল।","Neutral"
265,"১৭ ছেপ্টেম্বৰত জাপানৰ লগত যুদ্ধ বিৰতি চুক্তি সাক্ষৰ কৰাৰ পাছত ছোভিয়েট ইউনিয়নেও পোলেণ্ড আক্ৰমণ কৰে।","Neutral"
28221,"সৰ্বহাৰাৰ দুখ আৰু মানৱ জীৱনৰ ছবি প্ৰতিফলিত হোৱা কিয়নো, কুকুৰ, বেশ্যা, বিপ্লৱী, আন্ধাৰৰ হাহাকাৰ, মুক্তিগান, ভাৰতীয় মুক্তিস্বপ্ন, সিহঁত এতিয়া জীৱ, আজিৰ বিহু আদি প্ৰগতিশীল কবিতাবোৰ আজি আমাৰ বহু কবিতা তেখেতৰ প্ৰতিভাৰ সাক্ষৰ।","Negative"
28072,"সমাজৰ ৰাং কুকুৰ ৰূপী ধনী মানুহবোৰে দুখীয়া মানুহবোৰৰ তেজ শুহি আৰু ধনী হ’বলৈ চেষ্টা কৰে।","Negative"
11309,"কাগজী অৰ্থমুদ্ৰা প্ৰাক্-আধুনিক চীনত ধাৰ আৰু হাজাৰটা তামৰ মুদ্ৰা বিনিময়ৰ ক্ষেত্ৰত দেখা দিয়া অসুবিধা দূৰীকৰণৰ বাবে এটা সুবিধাজনক বিনিময়ৰ মাধ্যম প্ৰচাৰৰ প্ৰয়োজনীয়তাই কাগজী অৰ্থমুদ্ৰাৰ সূচনা কৰিছিল।","Positive"
14589,"জন্ম আৰু শিক্ষাজীৱন আনন্দৰাম ঢেকিয়াল ফুকনৰ জন্ম হৈছিল এটা সম্ভ্ৰান্ত পৰিয়ালত ১৮৩০ খ্ৰীষ্টাব্দত, গুৱাহাটীত।","Positive"
173,"১৬০৮ চনত মোগল সম্ৰাট জাহাংগীৰৰ শাসনকালত (১৬০৫-১৬২৬) ইষ্ট ইণ্ডিয়া কোম্পানীয়ে গুজৰাটৰ চুৰাটত প্ৰথম বাণিজ্যিক কেন্দ্ৰ স্থাপনৰ অনুমতি পায়।","Neutral"
27873,"সত্যজিতে বাংলাদেশৰ স্বাধীনতা যুদ্ধ ক লৈ এখন ছবি কৰাৰ কথা ভাবিছিল, কিন্তু পাছত এই পৰিকল্পনা ত্যাগ কৰি এই মন্তব্য কৰে যে এজন চলচ্চিত্ৰকাৰ হিচাপে তেওঁ শৰণাৰ্থীসকলৰ বেদনা আৰু জীৱন-যাত্ৰাৰ প্ৰতি বেছি আগ্ৰহী আছিল, তেওঁলোকক লৈ ৰাজনীতি কৰাৰ প্ৰতি নহয়।","Negative"
22324,"বৰ্তমান বিভিন্ন আধুনিক প্ৰযুক্তিৰ যাতায়তৰ সা সুবিধাই দিল্লীক কৰি তুলিছে দেশৰ ভিতৰতে এক অনন্য মহানগৰ।","Positive"
1,"০২৮ মেগাহাৰ্টজ)ত কাৰ্যক্ষম এটা C-বেণ্ড ৰেন্‌জিং ট্ৰেন্স্‌প’ণ্ডাৰ ইয়াৰ ভিতৰত স্থাপন কৰা হৈছে।","Neutral"
3865,"অৱশ্যে আবেদনৰ বিষয় যদি কোনো ব্যক্তিৰ জীৱন বা স্বত্ব সম্পৰ্কীয় হয়, তেন্তে তথ্য ৪৮ঘণ্টাৰ ভিতৰত যোগান ধৰিব লাগিব।","Negative"
12061,"কিন্তু নাৰদে ""তোহাক বিধি বঞ্চল,কহিতে দুখ লাগ""কপাল থপৰিয়াই বেদনা প্ৰকাশ কৰা দেখি সত্যভামাৰ মন চঞ্চল অএ পৰি কথাটো কি কবলৈ খাটনি ধৰিলে।","Negative"
26648,"লক্ষ্মী দেবীয়ে বলিক কয় যে যোৱা বহু দিনৰ পৰা তেওঁৰ স্বামী নিৰুদ্দেশ,তেওঁ যেতিয়ালৈকে স্বামীক বিচাৰি নাপায় তেতিয়ালৈকে যাতে বলিয়ে তেওঁৰ ঘৰত এই দুখীয়া মহিলা গৰাকীক থাকিব দিয়ে ।","Negative"
385,"১৮৫৯ চনৰ ১ এপ্ৰিলত পাইকপাড়াৰ ৰজাসকলৰ পৃষ্ঠপোষকতাত মুৰ্শিদাবাদ জিলাত বিদ্যাসাগৰে ইংৰাজী -বাংলা স্কুল প্ৰতিষ্ঠা কৰে।","Neutral"
5518,"ই ৫৮-৭০ চেঃমিঃ দীঘল আৰু ইয়াৰ পাখি দুখিলা ১১০-১৩৫ চেঃমিঃ দীঘল।","Negative"
7201,"ইহঁতৰ চিকাৰ ধৰাৰ ক্ষমতা আৰু সংগলাভৰ সুবিধাৰ বাবে ইহঁতক মানুহে অধিক গুৰুত্ব প্ৰদান কৰে।","Positive"
26238,"ৰসায়নবিদ হিচাপে কাম কৰা সময়ত পেষ্ট'ৰে টাৰ্টাৰিক এচিডৰ এটা সমস্যা সমাধান কৰে (১৮৪৮)।","Negative"
41,"১১/ ২০০৫ চনৰ আজিৰ দিনটোতে পদ্মশ্ৰী সন্মান লাভ কৰা দেশৰ প্ৰথম গৰাকী মহিলা প্ৰসিদ্ধ সাহিত্যিক অমৃতা প্ৰীতমৰ মৃত্যু হয় ।","Neutral"
339,"১৮৪৫ চনত অসমৰ নলবাৰী জিলাত ললিত চন্দ্ৰ গোস্বামীৰ জন্ম হয়।","Neutral"
16627,"তেওঁ কয় ""ইৰ্ষাৰ সমস্যাৰে ভৰা প্ৰথম অধ্যায়কেইটা বিকাশৰ বাবে খুবেই লেহেমীয়া"" আৰু ""মেয়াৰৰ সংঘৰ্ষৰ নতুন উৎসবোৰ কিছু ক্ষেত্ৰত অপ্ৰযোজ্য আনহাতে কিছু ক্ষেত্ৰত অত্যাধিক যেন অনুভৱ হয়""।","Negative"
28055,"সমস্যা যিমানেই গভীৰ নহওক, তাৰ সন্মুখীন হৱপৰা দক্ষতা তেওঁৰ আছিল।","Negative"
3077,"Maria Domenica Mazzarello-ৰ সৈতে মিলি তেখেতে Salesian Sisters of Don Bosco নামৰ দুখীয়া ছোৱালীৰ সেৱা আৰু শিক্ষাৰ হকে কাম কৰা এটা ধাৰ্মিক প্ৰতিষ্ঠান মুকলি কৰে।","Negative"
23724,"ব্যক্তিগত খণ্ডৰ বাছ, টেক্সী আৰু জীপ গাড়ীয়ে সমগ্ৰ ছিক্কিমৰ সকলো ঠাইলৈ অহা-যোৱাৰ সুবিধা কৰাৰ লগতে শিলিগুড়িৰ লগতো সংযোগ কৰে।","Positive"
6779,"ইয়াৰ ফলত চহৰৰ ব্যাপক অৰ্থনৈতিক উন্নতি সাধন হয় আৰু তাৰ ফলত চহৰৰ গুৰুত্বও বহুলাংশে বৃদ্ধি পায়।","Positive"
17396,"তেওঁলোকৰ প্ৰতিবেদনৰ ভিত্তিত চৰকাৰে ৰেলপথটো ১ মিটাৰ বহলকৈ নিৰ্মাণ কৰাৰ আৰু কয়লা উত্পাদনৰ অনুমতি দিলে বেঞ্জামিন পিয়াৰ্চিয়ে এই পৰিকল্পনাত সঁহাৰি দিবলৈ মান্তি হয়।","Negative"
324,"১৮৩৮ চনৰ পিছত ব্ৰিটিছ শাসিত অঞ্চল আৰু পিছলৈ ভাৰত অন্তৰ্ভুক্ত হোৱা ৰাজ্যখন একে নামেৰে জনাজাত হয়।","Neutral"
4893,"আনন্দৰাম বৰুৱ ( ; ১৮৫০-১৮৮৯) সংস্কৃত ভাষাৰ এজন বিদগ্ধ পণ্ডিত আছিল ।","Positive"
11454,"কাৰ্যকৰী মূল্য নথকা আৰু ""পূৰ্ণাংগ"" শব্দটোৱে সৃষ্টি কৰা সমস্যাৰ বাবে এই সংজ্ঞাটো বিতৰ্কৰ উৰ্ধত নহয়।","Negative"
119,"১৪শ শতিকাত মাধৱ কন্দলীয়ে অসমীয়া লিপি ব্যৱহাৰ কৰি ""কথা ৰামায়ণ"" লিখি উলিয়ায়।","Neutral"
6210,"ইয়াতে ভোজনগৃহ, চিকিৎসা-কেন্দ্ৰ, ধৰ্মীয় উপাসনাৰ ঠাই ইত্যাদি সকলো সুবিধা থাকে।","Positive"
1433,"১৯৭২ আৰু ১৯৭৬ চনত বহুতো আফ্ৰিকীয় দেশে দক্ষিণ আফ্ৰিকা আৰু ৰ’ডেচিয়াত হোৱা জাতিগত বিভাজন বাবে IOCক এই দুখন দেশক অলিম্পিকৰ পৰা বহিষ্কাৰ কৰিবলৈ দাবী কৰে অন্যথা অলিম্পিক বৰ্জনৰ ভাবুকি প্ৰদান কৰে।","Negative"
143,"১৫৬১ শক) প্ৰকৃত নাম গোপাল তাঁতী।","Neutral"
27881,"সত্যাৰ্থীয়ে শিশু শ্ৰমিকৰ সমস্যাটোক এক মানৱ অধিকাৰ বিষয় হিচাপে চিহ্নিত কৰিছে।","Negative"
38,"১-১০% মানুহৰ যকৃতৰ বাহিৰত অঙ্গত লক্ষণে দেখা দিব পাৰে।","Neutral"
12188,"কিন্তু যিদিনা মই গুৰুৰ (যি মান্য ৰূপত ঈশ্বৰ) অনুগ্ৰহ কিংবা কৃপা লাভত সমৰ্থ হ’লো, সেইদিনাৰ পৰাই মই প্ৰকৃততে উন্নতি লাভ কৰিবলৈ আৰম্ভ কৰিলো।","Positive"
281,"১৮০৪ চনত ব্ৰিটিছ ৫ শ্বিলিং বা ক্ৰাউনকো কেতিয়াবা ডলাৰ বুলি কোৱা হৈছিল আৰু এই মুদ্ৰাসমূহৰ মূল আছিল স্পেনিচ ডলাৰ।","Neutral"
290,"১৮১৭ চনত মাউন্টষ্টুয়াৰ্ট এলফিনষ্টোনৰ নেতৃত্বত ব্ৰিটিছ ইষ্ট ইণ্ডিয়া কোম্পানীয়ে কিৰকীৰ যুদ্ধত শেষ মাৰাঠা পেছোৱা দ্বিতীয় বাজি ৰাওক পৰাজিত কৰে।","Neutral"
28503,"‌ সা-সুবিধা চিকিৎসালয় অত্যাধুনিক সাঁ-সঁজুলিযুক্ত দন্ত চিকিৎসালয় খন মহাবিদ্যালয়ৰ লগতে লাগি আছে।","Positive"
26926,"লোক অভিজ্ঞতা আৰু লোকবিশ্বাসৰ আধাৰত গঢ় লৈ উঠা ভেকুলী বিয়া লোকাচাৰে লোক সমাজত নিৰ্মল আনন্দৰ জোৱাৰ তোলে।","Positive"
29603,"স্বাভাৱ কবি মিচিং ডেকা-গাভৰুৱে তাকেই একোটা বেদনাদায়ক সুৰেৰে গাই বিষাদৰ বোজা পাতলায়।","Negative"
9843,"এই সুবিধাৰ বাবে এটা দৃশ্যৰপৰা আন এটা দৃশ্যলৈ যোৱাৰ সময়ৰ ব্যৱধান একে বাৰে কমি গৈছিল।","Positive"
50,"১১৯৫৫ চনত তেখেতৰ দ্বিতীয় উপন্যাস ""ডাৱৰ আৰু নাই""এ তেখেতক এজন শক্তিশালী ঔপন্যাসিক ৰূপে প্ৰতিষ্ঠা কৰে ।","Neutral"
9233,"এই বিশ্ববিদ্যালয়খনি অসম চৰকাৰে ২০১১ চনত সমগ্ৰ অসম ৰাজ্যৰ বিজ্ঞান আৰু প্ৰযুক্তিবিদ্যা শিক্ষা আৰু ইয়াৰ মানদণ্ড উন্নতিৰ হেতুকে ""অসম বিজ্ঞান আৰু প্ৰযুক্তিবিদ্যা বিশ্ববিদ্যালয় আইন ২০০৯""ৰ দ্বাৰা স্থাপন কৰে।","Positive"
5639,"ইগ্ ন'বেল বঁটা বিজয়ীসকলৰ কাহিনীৰে ২০০৯ চনৰ মাৰ্চ মাহলৈকে দুখন কিতাপ প্ৰকাশিত হৈছে।","Negative"
9028,"এই প্ৰতিষ্ঠানটোৱে police reforms, prison reforms, women empowerment, গ্ৰাম্য আৰু সামাজিক উন্নতিৰ হকে কাম কৰে ।","Positive"
7586,"উল্লিখিত হ'ৰক্ৰাক্সসমূহ শৃংখলাটোত শেষৰ দুখন গ্ৰন্থতহে হ'ৰক্ৰাক্সৰ উল্লেখ আৰু বিশদ বৰ্ণনা আছে যদিও দ্বিতীয় গ্ৰন্থ চেম্বাৰ অব্ চিক্ৰেট্ছতো ডায়েৰীৰ ৰূপত এটা হ'ৰক্ৰাক্সৰ কথা উল্লেখ আছে যিটোৰ প্ৰকৃত পৰিচয় ৰাওলিঙে হাফ্-ব্লাড প্ৰিন্সতহে ডাঙি ধৰিছে।","Negative"
13567,"গ্ৰুপৰ দলসমূহ বাচিবলৈ আৰু কোন দলৰ লগত এখনকৈ বা দুখনকৈ খেল খেলিব সেয়া বাচিবলৈ লটাৰীৰ সহায় লোৱা হৈছিল।","Negative"
26680,"লগতে ইয়াত গুৱাহাটী বিশ্ববিদ্যালয়ৰ অধীনত অসমীয়াত স্নাতকোত্তৰ শিক্ষা লাভৰো সুবিধা আছে।","Positive"
414,"১৮৭০ চনত আৰম্ভ হোৱা ফ্ৰান্স-জাৰ্মান যুদ্ধৰ বাবে জাৰ্মান সাম্ৰাজ্যই ১৮৭১ চনত ৰূপৰ থেলাৰ মুদ্ৰণ কৰাটো বন্ধ কৰে আৰু ইয়াৰ ফলস্বৰূপে বিশ্বত ৰূপৰ মূল্যৰ অৱনতি ঘটে।","Neutral"
19,"১০৪৮ চনৰ পৰা ১৯৫০ চনলৈ তেওঁ ভাৰতৰ গৱৰ্ণৰ জেনেৰেল আছিল, ১৯৫১ চনৰ পৰা তেওঁ ভাৰত চৰকাৰৰ গৃহমন্ত্ৰী আৰু ১৯৫২ চনৰ পৰা ১৯৫৪ চনলৈ তেওঁ আছিল তামিলনাডুৰ মুখ্যমন্ত্ৰী।","Neutral"
258,"১৭৯৪ খ্ৰীষ্টাব্দত আহোম স্বৰ্গদেউ গৌৰীনাথ সিংহই ৰাজধানী শিৱসাগৰ(পূৰ্বৰ ৰংপুৰ)ৰ পৰা যোৰহাটলৈ তুলি আনে।","Neutral"
13317,"গুজৰাটৰ আনন্দৰ ওচৰৰে নদিয়াদ নামে ঠাইত ৯০ বছৰত কুৰিয়েনৰ মৃত্যু হয়।","Positive"
7299,"উত্তম কুমাৰৰ বাবে তেখেতৰ প্লে-বেক কৰা উল্লেখযোগ্য ছবিৰ ভিতৰত আছে ৰাজকুমাৰী, অমানুষ, আনন্দ আশ্ৰম আৰু ওগো বধূ সুন্দৰী।","Positive"
12616,"কোনো কোনো পাঠক ফিলোচফাৰ বুজাত সমস্যাত পৰিব বা ইয়াৰ লগত যাদুক মিলোৱাত ব্যৰ্থ হব বুলি ভাবি স্কলাস্টিকে আমেৰিকাৰ সংস্কৰনত গ্ৰন্থৰ নাম পৰিবৰ্তন কৰি হেৰী পটাৰ এণ্ড চৰচৰাৰ্চ ষ্ট’ন ৰাখে।","Negative"
15374,"ডি কৰাৰো সুবিধা ইয়াত আছে।","Positive"
20460,"পিছে উত্তৰত বন্ধুক সহানুভূতি জনোৱাৰ পৰিবৰ্তে, দুই এটা আনুষ্ঠানিক শোকপ্ৰকাশ সূচক বাক্য লিখিয়েই মাৰ্ক্সে পুণৰ নিজৰ জীৱন সমস্যাৰ এখন দীঘল বকলা মেলিলে।","Negative"
359,"১৮৫১ৰ আশে পাশে এংগেলছলৈ এখন পত্ৰত মাৰ্ক্সে লিখিলে, ""ঘৰখনত সকলো সময়তে যেন অশান্তিকৰ পৰিবেশ এটাই বিৰাজ কৰি থাকে।","Neutral"
425,"১৮৭২ চনৰ চেপ্তেম্বৰ মাহত হেগ চহৰত ইন্টাৰনেছনেলৰ অন্তিমখন বাৰ্ষিক অধিবেশন অনুষ্ঠিত কৰা হল।","Neutral"
3197,"W. Griffith) 'দা বাৰ্থ অৱ এ নেছন' ('The Birth of a nation') আৰু 'ইনট'লাৰেন্স' (Intolerance), এই দুখন ছবিয়ে চলচিত্ৰ নিৰ্মান শেলীত বাৰুকৈয়ে প্ৰভাৱ পেলাবলৈ সক্ষম হয়।","Negative"
150,"১৫৯৪ৰ কোৱাৰ্টো সংস্কৰণত শ্বেইকছপীয়েৰৰ কিছুমান নাটক প্ৰকাশিত হয়।","Neutral"
261,"১৭৯৬ চনত এগৰাকী গুৱালনী ছাৰা নেল্ম্‌ছ গো-বসন্তৰ চিকিৎসাৰ বাবে জেনাৰৰ ওচৰলৈ আহে।","Neutral"
169,"১৬০৩ চনত ৰাণী এলিজাবেথৰ মৃত্যুৰ পিছত নতুন ৰজা জেমচ১ম এ ইয়াক ৰাজকীয় মৰ্যাদা দি দলটিৰ নাম “কিংছ মেন”লৈ সলনি কৰে।","Neutral"
12438,"কেইবাটাও এছীয়ভিত্তিক বাৰ্তা সুবিধাৰ (LINE, KakaoTalk, WeChat) সৈতে প্ৰতিযোগিতা কৰিবলগীয়া হোৱা হোৱাট্‌ছ্‌এপে ২০১২ চনৰ আগষ্টত প্ৰতিদিনে এশ কোটি বাৰ্তা প্ৰেৰণ কৰিছিল।","Positive"
4261,"অসমৰ বিভিন্ন প্ৰান্তৰ লগতে অনান্য ৰাজ্যৰ লোকসকলেও আনন্দ উপভোগ কৰাৰ বাবে এই উদ্যানলৈ আহে।","Positive"
15254,"ঠেং দুখন পতাযুক্ত আৰু ক’লা বৰণৰ ৷ চকুৰ ৰং হালধীয়া।","Negative"
185,"১৬৬১ চনত এই অঞ্চলৰ জনসংখ্যা আছিল ১০,০০০; এই জনসংখ্যা ১৬৭৫ চনত বাঢ়ি গৈ হয় ৬০,০০০।","Neutral"
296,"১৮২৬ চনত ব্ৰিটিছ শাসন আৰম্ভ হোৱাৰ আগলৈকে ইয়াত বলিনাৰায়ণৰ বংশ‍ই ৰাজত্ব কৰি আছিল।","Neutral"
223,"১৬শ শতকত লিখিত ।","Neutral"
26127,"ৰচনা গানটোৰ কোনো পাণ্ডুলিপি পোৱা নাযায়, সেয়ে ইয়াৰ ৰচনাকাল সঠিকভাৱে জনা নাযায় প্ৰশান্তকুমাৰ পাল, ৰবিজীবনী, পঞ্চম খণ্ড, আনন্দ পাবলিশাৰ্স, কলকাতা, ১৯৯০, পৃ.","Positive"
15165,"টি-চিৰিজৰ বেনাৰত তেওঁ মহম্মদ ৰফিৰ গানৰ এলবাম ""ৰফি কি য়াদে""ত কণ্ঠ দিবলৈ সুবিধা পায়।","Positive"
407,"১৮৬৭ চনত এই মহকুমাক ত্ৰিখণ্ডিত কৰি অংশ বিশেষ ক্ৰমে কাছাৰ, খাছী আৰু জয়ন্তীয়া পাহাৰ, আৰু নগাঁও জিলাৰ লগত সংলগ্ন কৰা হয়।","Neutral"
25458,"মৃত্যুৰ পিছত প্ৰকাশ পাইছিল আন দুখন কবিতা পুথি।","Negative"
