Serial No,Assamese Sentence,Sentiment
452,১৮শ শতিকাত ৰজা কৃষ্ণ মাণিক্যই ৰাজধানী পুৰণি আগৰতলা লৈ স্থানান্তৰিত কৰিছিল।,Negative
2748,"Glaize, The Monuments of the Angkor Group p. 59. ১৭ শতিকাত এংকৰ ক্ষেত্ৰস্মূহত উদ্ধাৰ হোৱা ১৪ খন নথিয়ে থলুৱা ক্ষ্মেৰ লোকসকলৰ আশে-পাশে জাপানী বৌদ্ধসকলে নিবাস স্থাপন কৰাৰ প্ৰমাণ দাঙি ধৰে।",Neutral
772,"১৯৪২ চনত দক্ষিণ এছিয়াত জাপানৰ জয়লাভ আৰু জাৰ্মানীয়ে বেলেগ কামক অগ্ৰাধিকাৰ দিয়াত, জাৰ্মানীৰ ভাৰত আক্ৰমণৰ সম্ভাৱনীয়তা কমি যায় আৰু বসু দক্ষিণ এছিয়ালৈ আহিবলৈ ব্যগ্ৰ হৈ পৰে।",Positive
4113,আকৌ একেজনী লভিতাই মই গান্ধীৰ বহীত নাম লিখোৱা নাই বুলি দাৰোগাৰ পৰা পিষ্টল কাঢ়ি লৈছে।,Neutral
1407,১৯৮৫ চনত ৰাইজে আলোচনা কৰি পূৰ্বৰ এখলপীয়া বেদীক তিলিখলপীয়া কৰি সপ্তবৈকুণ্ঠৰ আৰ্হিৰে সাত খলপীয়া সিংহাসন নিৰ্মাণ কৰাৰ আঁচনি গ্ৰহণ কৰে।,Neutral
319,১৮৬৮ চনত প্ৰথমবাৰৰ বাবে পেৰিছ বিশ্ববিদ্যালয়ত (ছৰবন) মহিলাক নামভৰ্তি কৰিবলৈ দিয়া হৈছিল।,Positive
2363,২০১৯ চনৰ ৪ মাৰ্চৰ পৰা ৯ মাৰ্চলৈ ষ্টেডিয়ামখনত প্ৰথমবাৰৰ বাবে মহিলাৰ এদিনীয়া আন্তঃৰাষ্ট্ৰীয় খেল অনুষ্ঠিত হয়।,Negative
3978,অসমীয়া লোকসংগীতত তিনি প্ৰকাৰৰ টকা ব্যৱহাৰ কৰা দেখা যায়।,Neutral
2910,অচম্বিত ড্ৰাইম্ৰক দাসী ৰূপী লকিয়ে বুজাই যে বিবাহৰ সুখত ফ্ৰেইজাই ৮ দিনৰ বাবে একোৱেই খোৱা নাছিল বাবেহে এনে ব্যৱহাৰ দেখা গৈছিল।,Neutral
449,১৮ শতিকাত মান ভাষাই বৰ্তমানৰ আধুনিক ৰূপ পায়।,Negative
3895,অসমৰ সৰু-বৰ বহুত নৈত পানীৰদ্বাৰা ভালে মান জলসিঞ্চন আৰু খোৱা পানী যোগান আঁচনি কাৰ্য্যকৰি কৰা হৈছে।,Positive
4824,আব্দুল মান্নান চৈয়দ-সহ কোনো কোনোৱে ধাৰণা কৰে যে আত্মহত্যাৰ প্ৰবণতাই আছিল এই দুৰ্ঘটনাৰ মূল কাৰণ।,Neutral
3985,অসমীয়া সংস্কৃতিৰ মাজত দেখা এনে কিছুমান সম্পদ হ'ল-,Positive
5342,ই আন বৌদ্ধ ধৰ্মালম্বী লোকৰ বৌদ্ধ মন্দিৰ বা বৌদ্ধ বিহাৰৰ সৈতে একে।,Neutral
2198,২০১৩ চনৰ মে মাহত এই গ্ৰন্থখনক প্ৰকাশ কৰে বনলতা প্ৰকাশনে।,Negative
4208,আঘোণ পুহ মাহত নিৰ্দিষ্ট আখিঙৰ মাটি প্ৰত্যেক পৰিয়ালৰ প্ৰয়োজন মতে ভাগ কৰি লয়।,Negative
2189,২০১৩ চনৰ অক্টোবৰ মাহত শ্ৰী লংকাৰ কলম্বোত আয়োজিত ৱৰ্ল্ড ছামিট এৱাৰ্ড ২০১৩ অনুষ্ঠানত এনাজৰীয়ে ই কণ্টেণ্ট+ ক্ৰিয়েটিভিটী শাখাত বিজয়ীৰ বঁটা লাভ কৰে।,Negative
3871,অসমৰ বিভিন্ন ঠাইত কৰ্মব্যস্ত জীৱন কটাব লগীয়া হোৱা সত্ত্বেও কিন্তু কবি উজ্জ্বল শইকীয়াই কেতিয়াও নিজৰ স্বভাৱগত কাব্যিক আৰু সাংস্কৃতিক মনটো হেৰুৱাই পেলোৱা নাছিল।,Positive
1210,১৯৭৩ চনত আৰ্ট আৰু ক্ৰাফটৰ চৰকাৰী বিদ্যালয়তো তেখেতে কাম কৰিছিল।,Positive
4415,আদি বিশ্ববৰেণ্য ব্যক্তিত্বৰ কৰ্মভূমি এই কলিকতা মহানগৰ।,Negative
2835,Textbook of Medical Physiologyৰ লেখক হিচাপে তেখেতে সুখ্যাতি অৰ্জন কৰিছিল।,Neutral
3103,অনুদানৰ নিয়মে সামন্ত শ্ৰেণী থকাৰ কথাও ইংগিত কৰে।,Positive
3902,অসম ৰাজ্যিক সংগ্ৰহালয়টো কামৰূপ অনুসন্ধান সমিতিয়ে স্থাপন কৰিছিল আৰু ১৯৪০ চনৰ ২১ এপ্ৰিলত তেতিয়াৰ অবিভক্ত অসমৰ গৱৰ্ণৰ ছাৰ ৰবাৰ্ট ৰেইডৰ দ্বাৰা মুকলি কৰা হৈছিল।,Negative
16753,তেওঁ মাকৰ মৃত্যুৰ দুখ আঁতৰাবলৈ এই ক্ষেত্ৰখনলৈ অহা বুলি জনাইছিল।,Negative
1917,২০০৭ চনৰ ১৫ জুন তাৰিখে ৰাষ্ট্ৰসংঘৰ সাধাৰণ সভাই ভোটৰ যোগেৰে ২ অক্টোবৰক আন্তৰ্জাতিক অহিংসা দিৱসৰূপে ঘোষণা কৰে।,Neutral
17379,"তেওঁলোকৰ সন্তান ""কস্তুৰিকা"" তিনিমহীয়া হওঁতে ১৯৯৫ চনত পংকজ শৰ্মাৰ আকস্মিক মৃত্যু ঘটে।",Negative
1101,১৯৬৬ চনত তেওঁ পৰিষদৰ সম্পূৰ্ণ সদস্য হৈ পৰে।,Neutral
2049,২০১০ চনৰ জুন মাহত সেই সময়ৰ অধ্যক্ষকে ধৰি ৮জন (এজনৰ ইতিমধ্যে মৃত্যু হয়) কৰ্মচাৰীক তেওঁলোকে নিজ কামত কৰা গাফিলতিয়ে সহসৃজনৰ প্ৰাণ কাঢ়ি নিয়া এই দুৰ্ঘটনাৰ বাবে দোষী সাব্যস্ত কৰি ভাৰতীয় কানুন মতে ২ বছৰৰ কাৰাদণ্ড আৰু প্ৰত্যেকজনকে ২০০০ ডলাৰৰ জৰিমনা ভৰায়।,Neutral
24,"১০মাহৰ পিছত তেওঁ পুনৰ ওলাল সেই একেই যাত্ৰাত, নাওখন কিছু সৰু কৰি লৈ, যাৰ নাম দিয়া হ'ল ৰা-২।",Neutral
16341,"তেওঁ গুৰুত্বপূৰ্ণ তাত্ত্বিক অৱদানসমূহে আদিম নিউক্লিয়চিন্থেছিছ, কৃষ্ণ পদাৰ্থ, মহাজাগতিক সূক্ষ্মতৰংগ পশ্বাদভূমি আৰু আকৃতি গঠনক সমৃদ্ধ কৰিছে।",Positive
3613,অৱশ্যে জেমছে তাইক কামুৰিবলৈ সক্ষম হয়।,Positive
5172,আৰ্ডৱাৰ্কে ৭ মাহ গৰ্ভধাৰণ কৰি সাধাৰণতে এটা পোৱালি জন্ম দিয়ে।,Neutral
3331,"অভিনয় জীৱনত তেওঁ বহুকেইখন হিন্দী চলচ্চিত্ৰ, ৩০ৰো অধিক নাটকৰ উপৰি বহুকেইখন টিভি ধাৰাবাহিক আৰু বিজ্ঞাপনতো অভিনয় কৰে।",Positive
1789,"২০০৩ চনৰ ১০ ফেব্ৰুৱাৰীত ভাৰত চৰকাৰ, অসম চৰকাৰ আৰু বড়ো লিবাৰেছন টাইগাৰৰ মাজত নতুন দিল্লীত স্বাক্ষৰিত বড়োলেণ্ড টেৰিটৰিয়েল কাউন্সিলৰ স্মাৰক পত্ৰৰ ফলশ্ৰুতিত উক্ত প্ৰতিষ্ঠানটিৰ জন্ম হৈছিল।",Positive
5312,আহোমসকলৰ ফৈদ সামাজিক প্ৰথাৰ এক উৎকৃষ্ট উদাহৰণ ।,Neutral
4587,আনফালেদি দীঘল এটা প্ৰবেশ আৰু প্ৰস্থান পথ সাজে।,Neutral
16382,তেওঁ ছত্তীছগঢ়ী লোকসংগীতৰ ক্ষেত্ৰখনলৈ আগবঢ়োৱা অৱদানৰ বাবে বিশেষভাৱে জনাজাত।,Positive
3156,অনুষ্ঠিত হোৱা অধিবেশনৰ কৃষ্টি শাখাৰ সভাপতি আছিল।,Neutral
23286,বিয়াৰ পাছত মৃত্যু পৰ্যন্ত বৰুৱাই দীপালী বৰঠাকুৰৰ যাৱতীয় যত্ন লৈ আহিছিল।,Negative
2526,৩) চিকিৎসকৰ অজ্ঞাতে একো ঔষধ সেৱন নকৰা।,Neutral
4077,আওৱাল ওৱাক্তত ছালাত আদায় কৰা উত্তম বাবে ৰাছুলুল্লাহ চাল্লাল্লাহু আলাইহি অছাল্লামে খুব পুৱাতে উঠি ফজৰৰ ছালাত আদায় কৰিছিল।,Neutral
2989,অতীজৰ পৰা এনেদৰে সৰ্থেবাৰীৰ পাঁচোটা খেল আৰু চুপা বা চুবুৰীবোৰৰ সৃষ্টি হৈছিল।,Positive
4104,"আকৌ ২০০৯ চনৰ ১৬ ছেপ্টেম্বৰত গ্ৰীক ক্লাব অলিম্পিয়াক'ছে তেওঁ দুবছৰৰ বাবে প্ৰশিক্ষক নিয়োগ কৰে, কিন্তু চাৰিমাহ পাছতে তেওঁক সেই পদৰ পৰা নিৰ্বাসন দিয়া হয়।",Neutral
4318,আটাইতকৈ ডাঙৰ টাই জনগোষ্ঠী।,Positive
1255,১৯৭৬ চনত তেখেতৰ এই আত্মজীৱনীখন প্ৰকাশিত হৈছিল।,Positive
5275,"আহিন মাহৰ কৃষ্ণ পক্ষৰ চতুৰ্দশী তিথিত জন্ম গ্ৰহণ কৰি, শুক্ল পক্ষৰ সপ্তমী, অষ্টমী আৰু নৱমী লৈ তিনিদিন তেখেতে কাত্যায়ন ঋষিৰ পূজা গ্ৰহণ কৰি দশমী তিথিৰ দিনা মহিষাসুৰক বধ কৰিছিল।",Neutral
2357,২০১৯ চনৰ ১৪ আগষ্টৰ পৰা ২৮ আগষ্টলৈ চৈধ্য দিন ধৰি তেওঁ এই যাত্ৰা কৰি নিউয়ৰ্কত উপস্থিত হয়হি।,Negative
2475,২ বছৰ পাছত এই ষ্টুডিঅ' বন্ধ কৰি ৱাল্ট ডিজনী হলিউদলৈ আহে আৰু তাতেই ৱাল্ট ডিজনী ষ্টুডিঅ' খোলে।,Neutral
1436,১৯৮৭ চনত তেওঁ সত্ৰীয়া কলা কেন্দ্ৰ নামেৰে নিজাকৈ এক প্ৰতিষ্ঠান স্থাপন কৰে।,Negative
165,১৬ জুনত তেওঁ লণ্ডন পায় গৈ।,Neutral
3393,অৰুণাচলৰ বিমানবন্দৰসমূহত বৰ্তমান কোনো বাণিজ্যিক বিমান প্ৰচলন নহয়।,Neutral
5301,"আহোমৰ পুৰ্বজাতি আৰু ধৰ্ম, ৰজাৰ দিনত সামাজিক আচৰণ, বিষয়াবিলাকৰ বিৱৰণ এই খণ্ডৰ অন্তৰ্ভুক্ত।",Neutral
2952,অণুবীক্ষণ যন্ত্ৰৰে চালে এই পাৰ্থক্য দেখা পোৱা যায়।,Neutral
1805,"২০০৪ চনত, ছিম্পছন আৰু ৰ'জাৰে এটা প্ৰবন্ধত উল্লেখ আছিল যে প্ৰটিষ্টাবোৰ আছিল ""সকলো সংকোষকেন্দ্ৰীয়ৰ এটা grab-bag, সেইবোৰ জন্তু, উদ্ভিদ বা ভেঁকুৰ নহয়।",Negative
4337,আত্মগোপনকাৰী সকলৰ কিছু সংখ্যকে সন্ত্ৰাসমূলক কামত লিপ্ত হয়।,Negative
1485,১৯৯০ চনত তেখেত আমেৰিকা যুক্তৰাষ্ট্ৰৰ ৱেষ্ট ভাৰ্জিনিয়া বিশ্ববিদ্যালয়ত ৰিডাৰ হিচাপে যোগদান কৰে।,Neutral
616,১৯২২ চনত প্ৰতিষ্ঠিত হোৱা দিল্লী বিশ্ববিদ্যালয়ৰ কাম কাজ আৰম্ভ হৈছিল তিনিখন মহাবিদ্যালয়ৰ সহায়ত।,Positive
2783,"Levtzion & Hopkins 2000, p. 457. আৰু তাতে তিনিদিন ৰখি যাত্ৰাৰ বাবে সাজু হ’ল।",Negative
1266,১৯৭৭-৭৮ চনত তেওঁ জনতা পাৰ্টীৰ মঙ্গলদৈ শাখাৰ ৰাজ্যিক সম্পাদিকা হিচাপে কাৰ্যনিৰ্বাহ কৰিছিল।,Neutral
3977,অসমীয়া লোকৰ বিয়াৰ দিনাখন পদূলিমুখত শৰাইত এথোক তামোল থৈ ৰাইজক আদৰণি জনোৱা হয়।,Negative
3253,অন্যহাতে বহিৰ্দাহী বাষ্প উদ্ভাৱকবোৰত ইন্ধনৰ দহনৰ বাবে সুকীয়াকৈ ঠাই ৰখা হয় আৰু এই ইন্ধন দহনৰ ফলত উদ্ভৱ হোৱা তাপ পৰিবহন কৰি বাষ্প উদ্ভাৱনৰ কামত ব্যৱহাৰ কৰা হয়।,Positive
5252,"আশীৰ দশকত তেখেতে পৰিচালনা আৰু প্ৰযোজনা কৰা কেইবাখনো ছবি যেনে-চিলচিলা (১৯৮১), মছাল (১৯৮৪) আৰু বিজয় (১৯৮৮)য়ে আশানুৰূপ সঁহাৰি পোৱাত ব্যৰ্থ হয়।",Neutral
4475,"আধুনিক যুগত বিজ্ঞানক ""প্ৰায়েই ‍‍‘প্ৰাকৃতিক আৰু ভৌতিক বিজ্ঞান’ বুলি বুজোৱা হয় আৰু সেইবাবে ই ভৌতিক বিশ্বব্ৰহ্মাণ্ডৰ পৰিঘটনা আৰু তাৰ নিয়মাৱলীৰ অধ্যয়ন সম্বন্ধীয় শাখাতহে সীমাবদ্ধ বুলি ক'ব পাৰি।",Negative
2155,২০১২ চনৰ এক গবেষণাত প্ৰায় একে ধৰণৰ শ্ৰেণীবিভাগ কৰা হৈছিল।,Positive
4442,আদি শিল্পীয়েও তেওঁৰ গীতত কণ্ঠ নিগৰাইছিল।,Negative
1286,১৯৭৮ চনত এই মন্দিৰটো অসম চৰকাৰৰ অধীনলৈ যায়।,Negative
4688,আনহাতে নৱজাতকৰ জণ্ডিচ সাধাৰণতে দুসপ্তাহৰ ভিতৰত নাইকিয়া হব লাগে।,Negative
3657,অৱশ্যে বিংশ শতিকাৰ বিভিন্ন হিংসাত্মক ঘটনাই তেওঁলোকৰ আন্তঃগাঁথনিত যথেষ্ট বিৰূপ প্ৰভাৱ পেলায় আৰু বহু অঞ্চলৰ পৰা প্ৰব্ৰজন বৃদ্ধি পায়।,Neutral
2788,"Mason, A History of the Sciences pp 56 যদিও কিছু শেহতীয়া বিজ্ঞানী যেনে লুক্ৰেটিয়াছ ( Lucretius) আদিয়ে জীৱন সম্পৰ্কে এৰিষ্ট'লিয়ান ধাৰণাৰ সমালোচনা কৰিছিল, এই ধাৰণাসমূহ ওঠৰ আৰু উনৈশ শতিকালৈকে বহুলভাৱে গ্ৰহণীয় হৈ থাকিল।",Positive
4494,আন এক আখ্যান মতে শিৱৰ বৰত বলিয়ান হোৱা ভস্মাসুৰক নাশ কৰাৰ উদ্দেশ্যে বিষ্ণুৱে মোহিনী ৰূপ ধাৰণ কৰিছিল।,Neutral
2100,"২০১১ চনৰ লোকপিয়ল অনুসৰি মোককচাং জিলাৰ মুঠ জনসংখ্যা ১৯৪,৬২২ জন৷ গতিকে জনসংখ্যাৰ ফালৰ পৰা ভাৰতৰ মুঠ ৬৪০ খন জিলাৰ ভিতৰত এই জিলাৰ স্থান ৫৯১ তম৷ এই জিলাৰ প্ৰতি ১০০০ জন পুৰুষৰ বিপৰীতে মহিলাৰ সংখ্যা ৯২৫ গৰাকী৷ জিলাখনৰ সাক্ষৰতাৰ হাৰ ৯১.",Neutral
4300,"আঞ্চলিক কৃষি গৱেষণা কেন্দ্ৰ, তিতাবৰৰ ভৌগোলিক অৱস্থান হৈছে 90°11′ পূব দ্ৰাঘিমাংশ আৰু 26°55′ উত্তৰ অক্ষাংশ।",Positive
16402,তেওঁ জৈৱ ৰসায়ন আৰু উদ্ভিদ ৰসায়নৰ ক্ষেত্ৰখনলৈ আগবঢ়োৱা অৱদানৰ বাবে জনাজাত।,Positive
2755,"HBV-preS-নিৰ্দিষ্ট গ্ৰাহকবোৰ মূলতঃ যকৃত কোষত থাকে, কিন্তু যকৃতৰ বাহিৰৰ ঠাইতো কোষীয় গ্ৰাহক থাকিব পাৰে কাৰণ ভাইৰেল ডি এন এ আৰু প্ৰ'টিন সেইবোৰ ঠাইতো পোৱা যায়।",Positive
4974,আৰু আইওএছ ডিভাইচৰ বাবে গুগল মেপে ছেপ্টেম্বৰ ২০০৮-ত মুকলি কৰা হৈছিল আৰু ইয়াত উৎসৰ্গিত পাৰ্কিং সহায়ৰ সুবিধাৰ সৈতে জিপিএছ টাৰ্ণ-বাই-টাৰ্ণ নেভিগেশ্বন আছে।,Neutral
20843,পুংটোৰ পৰা নিগৰিত হোৱা লুণীয়া পানীয়ে বিলখনৰ উদ্ভিদ আৰু প্ৰাণীকুলৰ বিস্তৰ ক্ষতিসাধন কৰিছিল বাবে স্থানীয় ৰাইজে মিলি পুঙটো বন্ধ কৰিবৰ বাবে পূজা-আৰ্চনা কৰি এটা মতা ম’হ বলি দিছিল।,Negative
3096,অনিশ্চিত ব্যয়ৰ ৰাষ্ট্ৰপতিৰ অধীনত এটি তহবিল আছে।,Neutral
3605,অৱশ্যে চিকিৎসালয় বুলি কলেও তাত চিকিৎসাৰ বাবে বিশেষ একো কৰা হোৱা নাছিল।,Negative
21,১০৫৩ চনৰ শেষভাগলৈ চেন আৰু ৰিনৰ প্ৰচলন লাহে লাহে বন্ধ কৰা হয়।,Neutral
9374,এই সময়ছোৱাত নৱগঠিত পশ্চিমবংগ ৰাজ্যৰ প্ৰভূত উন্নতি হোৱা বাবে তেখেতক পশ্চিম বংগৰ ৰূপকাৰ বুলি অভিহিত কৰা হয়।,Positive
5229,আল্লাহ তা‘আলাৰ দুটা প্ৰকৃত চকু আছে।,Neutral
1192,১৯৭১ চনৰ ৩ ছেপ্টেম্বৰ তাৰিখে ভাৰতৰ ৰাজধানী নতুন দিল্লীত কিৰণ দেশাইৰ জন্ম হৈছিল।,Positive
3704,অৱস্থিত এখন উল্লেখযোগ্য প্ৰযুক্তি শিক্ষা প্ৰতিষ্ঠান।,Negative
5104,আৰু বিশ্বৰ বিভিন্ন ঠাইত সিঁচৰিত নেপালীভাষী সম্প্ৰদায়ৰ মাজত এই গীত ব্যাপকভাৱে জনপ্ৰিয়।,Neutral
5208,আলুৰ বৈজ্ঞানিক নাম Solanum tuberosum।,Neutral
3634,অৱশ্যে নবাবৰ সৈতে ফাটিমাৰ বিয়া হোৱাৰ বা ফাটিমাৰ সন্তানক নবাবে পিতৃৰ স্বীকৃতি দিয়াৰ কোনো আধিকাৰিক তথ্য নাই।,Positive
1582,১৯৯৫ চনত সুনীতা ভূঞায়ে সুৰজিৎ ভূঞাৰ সৈতে বিবাহপাশত আবদ্ধ হয়।,Positive
27322,"শিক্ষাৰ্থীসকলে স্থানত টকা উৰি থকা দেখি সেই টকা সংগ্ৰহ কৰিবলৈ ধৰে, য’ত ভৰিৰ গচকত আদিশেষনৰ মৃত্যু হয়।",Negative
16487,তেওঁ নতুন দিল্লীত থাকিবলৈ লয় আৰু ২০১৮ চনৰ ১৯ মাৰ্চ তাৰিখে দিল্লীতে তেওঁৰ মৃত্যুবৰণ কৰে।,Negative
4202,আগেয়ে এই গড়খাৱৈটোত বাৰমাহে পানী আছিল।,Negative
1944,"২০০৮ চনত দেল্হি ডেয়াৰডেভিল্‌ছ দলে তেওঁক $৩০,০০০ ত ক্ৰয় কৰে।",Neutral
1392,১৯৮৪ চনৰ পৰা দুটা ম্যাদ তেওঁ গুৱাহাটী বিশ্ববিদ্যালয়ৰ সাংবাদিকতা বিভাগত অংশকালীন অধ্যাপক হিচাপে কৰ্মৰত আছিল।,Neutral
5286,আহোম যুগত নিৰ্মিত এই গড়টোৰে মোৱামৰিয়া বিদ্ৰোহীসকলক বাধা দিয়াৰ চেষ্টা কৰা হৈছিল।,Neutral
3490,"অৱলীলাক্ৰমেই, অজামিলৰ সেই পূৰ্ব-বেশ্যাগৰাকীৰ সৈতে সন্তান জন্ম হ'ল, আৰু সন্তান আৰু মাতৃৰ প্ৰতি দায়-দায়িত্ব পালন কৰোঁতে কৰোঁতে ভগৱন্তৰ সেৱাৰ প্ৰতি পিঠি পৰিল।",Positive
14027,ছাহজাহানৰ মৃত্যুৰ পাছত তেওঁৰ নিজ ইচ্ছা অনুসৰি তাজমহলত থকা মমতাজত কবৰৰ কাষতেই কবৰ দিয়া হয়।,Negative
1683,১৯শ শতিকাৰ শেষত আৰু ২১শ শতিকাৰ আৰম্ভণিত ভাৰতীয় শিল্পী আৰু পশ্চিমীয়া শিল্পীৰ সমিলমিল হ'বলৈ ধৰে।,Neutral
1383,১৯৮৪-৮৬ সময়ছোৱাত তেখেত আছিল ইন্দিৰা গান্ধী আণৱিক গৱেষণা কেন্দ্ৰৰ বস্তু বিজ্ঞান প্ৰয়োগশালাৰ এগৰাকী বৈজ্ঞানিক বিষয়া।,Neutral
20826,পিনেলৰ এই অৱদানে পাছলৈ মানসিক ৰোগৰ শ্ৰেণীবিভাগ কৰাত বিশেষ অৰিহনা যোগায়।,Positive
1479,১৯৯০ চনত এই নতুন সংজ্ঞা গ্ৰহণ কৰে।,Neutral
3200,অন্ত্ৰ পৰিবেষ্টিত স্নায়ুবলয় বা নাৰ্ভৰিং আৰু অঙ্কীয় স্নায়ুৰজ্জুৰে স্নায়ুতন্ত্ৰ গঠিত হয়।,Negative
1962,২০০৮ চনৰ মে' মাহত এই দলৰে বিশ্বজিৎ দৈমাৰী ৰাজ্যসভালৈ সাংসদ হিচাপে নিৰ্বাচিত হৈছিল।,Neutral
2211,২০১৪ চনত দলটো পুনৰবাৰ চেম্পিয়ন হ'ল।,Neutral
1858,২০০৫ চনৰ ফেব্ৰুৱাৰী মাহৰপৰা শিশু উপযোগী এই ৰঙীন কমিক্‌চ আলোচনীখন প্ৰকাশিত হৈ আহিছে।,Positive
3268,অন্যান্য প্ৰাণী তথা চৰাই চিৰিকটি সমূহ হ’ল-,Positive
1373,১৯৮৩ চনত প্ৰথম বাৰৰ বাবে এনে প্ৰ'গ্ৰামক 'ভাইৰাছ' বুলি উল্লেখ কৰিছিল ফ্ৰেডৰিক কোহেন (Frederick Cohen) আৰু লেন এদলমেন-এ (Len Adleman)।,Negative
17848,"তেখেতে উচ্চ গণিত আৰু সাধাৰণ গণিত, দুয়োখনে ক্ষেত্ৰলৈকে অৱদান আগবঢ়াইছে।",Positive
1102,১৯৬৬ চনত তেখেতে কটন কলেজত অৰ্থনীতি বিভাগৰ প্ৰবক্তা হিচাপে যোগদান কৰে।,Positive
2979,অতিমাৰীৰ ফলত হোৱা লকডাউনে ২০২০ চনৰ কৃষি উৎপাদনত বিৰূপ প্ৰভাৱ পেলালে।,Neutral
2482,২ ষ্ট্ৰ'ক ডিজেল ইঞ্জিনযুক্ত এই ৰেল ইঞ্জিনসমূহ যথেষ্ট কম ইন্ধন-ব্যয়ী আৰু কম ধোঁৱা এৰা বিধৰ ।,Positive
5388,ই এখন একক ছবি হ'ব যাৰ ঘটনাৱলী এক্স-মেন: দ্য লাষ্ট ষ্টেণ্ডৰ পিছৰ পৰ্যায়ৰ।,Neutral
86,১৪৯১ চনত ৰাফায়েলৰ আঠ বছৰ বয়সতে মাতৃ মাগিয়া ( Màgia) মৃত্যুমুখত পৰে।,Negative
4807,আফগানসকল মোগল সম্ৰাট বাবৰৰ হাতত পৰাজিত হয় গংগা আৰু ঘঘৰা নদীৰ সংগমস্থলত।,Positive
4377,আদি কেৱল ৰজনীকান্তৰ সহযোগী হোৱাৰ বাবেই প্ৰখ্যাত হৈ পৰিছে।,Neutral
3465,অলপ কিছু কাহিনী প্ৰকাশিত হৈছিল সন্দেশ আলোচনীত।,Neutral
26104,যোৱা দশকত যদিও ভাৰতীয় উচ্চ শিক্ষাই এক বিশেষ উন্নতি লাভ কৰিছে এতিয়াও আমাৰ সন্মুখত বহু প্ৰত্যাহ্বান আছে যাৰ ভিতৰত চাৰিটা অতি গুৰুত্বপূৰ্ণ।,Positive
2054,২০১০ত চোপ্ৰাই 'ৱেভ' নামৰ অনুষ্ঠানৰ লগত হাত মিলাই যিয়ে মহিলা সকলৰ উন্নয়নৰ হকে কাম কৰে।,Negative
16551,তেওঁ পাঁচটা সন্তানৰ পিতৃ হয় যদিও তিনিটা সন্তানেই টায়ফয়েড ৰোগত মৃত্যুবৰণ কৰে।,Negative
2411,"২০ বছৰ ধৰি তেওঁ কেলভিন ক্লেইন, ৰাল্ফ ল'ৰেন, বানানা ৰিপাব্লিক আৰু জেক স্পেডকে ধৰি কেইবাটাও ব্ৰেণ্ডত কাম কৰে।",Negative
448,"১৮ মে' ত অসম পুলিচে আন্দোলনৰ তিনিজন নেতা নলিনীকান্ত দাস, ৰথীন্দ্ৰনাথ সেন আৰু বিধুভুষণ চৌধুৰী (সাপ্তাহিক যুগশক্তিৰ সম্পাদক) ক গ্ৰেপ্তাৰ কৰে।",Positive
2334,২০১৮ চনৰ ২৬ আগষ্ট তাৰিখে তেওঁ আকৌ নিজৰ ৰাষ্ট্ৰীয় অভিলেখ ভাঙি ৫০.,Neutral
52,১২৫৭ চনত বংগৰ মুঘীচুদ্দিন য়াজবেকে কামৰূপৰ এজন অজ্ঞাত শাসকক আক্ৰমণ কৰি পৰাস্ত কৰে।,Positive
318,১৮৬৮ চনত ক্ষমতাপ্ৰাপ্ত মেইজি ফুহাংকেন ছাঞ্চিছেইৰ প্ৰশাসনে ১৮৭১ চনত জাপানৰ পুৰণা প্ৰদেশসমূহক পুনৰ্বিন্যস্ত কৰি বৰ্তমান প্ৰশাসনিক অঞ্চল ব্যৱস্থাৰ সূচনা কৰে।,Neutral
5064,আৰু দিল্লী উচ্চ ন্যায়ালয়ত বহুতো উল্লেখযোগ্য গোচৰত গুৰুত্বপূৰ্ণ ভূমিকা পালন কৰাৰ বাবে জনাজাত।,Neutral
873,১৯৪৯ চন মানত তেওঁ হৰিদাস ভট্টাচাৰ্যীক বিবাহ কৰায়।,Neutral
441,"১৮ আগষ্ট, ২০০০ চন) আছিল অসমৰ এগৰাকী অভিনেতা, গল্পকাৰ, চলচ্চিত্ৰ পৰিচালক, স্বাধীনতা সংগ্ৰামী আৰু শিক্ষাবিদ।",Neutral
1591,"১৯৯৬ চনত 'এপল কোম্পানী'য়ে NeXT-ক কিনি লোৱাৰ পাছত জব্‌চ আকৌ 'এপল'-ৰ মাজলৈ আহে, আৰু ১৯৯৭ চনত তাৰে মুখ্য কাৰ্য্যবাহী বিষয়া (CEO) ৰ পদত অধিষ্ঠিত হয়।",Positive
3488,"অৱনী চন্দ্ৰ গোস্বামী,পি কে মহন্ত আদি শিক্ষাবিদসকলে বিভিন্ন সময়ত সেৱা আগবঢ়োৱা এই বিভাগটোত বৰ্তমান সাতগৰাকী শিক্ষক আৰু এজন লেব'ৰেটৰী সহায়ক আছে।",Negative
984,১৯৫৭ চনত তেখেতে বজালী সমষ্টিৰ কংগ্ৰেছ প্ৰাৰ্থী ৰূপে অৱতীৰ্ন হৈ পৰাজিত হয়।,Neutral
